method,end_point,response_time,hour_of_day,day_of_week,month,is_weekend,error_count,unique_error_type,avg_response_time,max_response_time,response_time_category,is_potential_anomalous
GET,/metrics,16,20,0,8,0,305,5,238.7543703,4942,fast,0
PATCH,/metrics,127,20,0,8,0,313,5,242.773283,4979,normal,0
POST,/data,291,20,0,8,0,319,5,243.46375,4857,normal,1
PUT,/login,145,20,0,8,0,303,5,251.9843433,4980,normal,0
PUT,/admin,174,20,0,8,0,305,5,238.7543703,4942,normal,0
DELETE,/data,191,20,0,8,0,315,5,238.6485995,4986,normal,0
DELETE,/users,49,20,0,8,0,315,5,238.6485995,4986,fast,0
POST,/data,300,20,0,8,0,322,5,243.0159184,4961,normal,1
PATCH,/data,242,21,0,8,0,281,5,231.1578757,4991,normal,1
POST,/login,119,21,0,8,0,305,5,238.7543703,4942,normal,0
DELETE,/login,249,21,0,8,0,308,5,234.9827711,4994,normal,1
POST,/login,111,21,0,8,0,322,5,243.0159184,4961,normal,0
GET,/users,195,21,0,8,0,322,5,243.0159184,4961,normal,0
PUT,/data,100,22,0,8,0,322,5,243.0159184,4961,fast,0
POST,/login,101,22,0,8,0,308,5,234.9827711,4994,normal,0
PATCH,/metrics,96,22,0,8,0,303,5,251.9843433,4980,fast,0
GET,/metrics,283,22,0,8,0,281,5,231.1578757,4991,normal,1
DELETE,/users,248,22,0,8,0,305,5,238.7543703,4942,normal,1
PATCH,/admin,83,22,0,8,0,305,5,238.7543703,4942,fast,0
DELETE,/metrics,145,22,0,8,0,319,5,243.46375,4857,normal,0
GET,/users,42,22,0,8,0,315,5,238.6485995,4986,fast,0
POST,/admin,198,22,0,8,0,281,5,231.1578757,4991,normal,0
POST,/data,279,23,0,8,0,303,5,251.9843433,4980,normal,1
POST,/users,86,23,0,8,0,303,5,251.9843433,4980,fast,0
DELETE,/data,174,23,0,8,0,303,5,251.9843433,4980,normal,0
PUT,/login,29,23,0,8,0,305,5,238.7543703,4942,fast,0
GET,/data,143,23,0,8,0,319,5,243.46375,4857,normal,0
DELETE,/users,214,23,0,8,0,308,5,234.9827711,4994,normal,1
PATCH,/admin,229,23,0,8,0,322,5,243.0159184,4961,normal,1
PATCH,/data,49,23,0,8,0,322,5,243.0159184,4961,fast,0
POST,/admin,199,23,0,8,0,305,5,238.7543703,4942,normal,0
PUT,/metrics,158,23,0,8,0,287,5,234.4954096,4998,normal,0
DELETE,/users,273,0,1,8,0,281,5,231.1578757,4991,normal,1
GET,/admin,83,0,1,8,0,303,5,251.9843433,4980,fast,0
DELETE,/login,26,0,1,8,0,303,5,251.9843433,4980,fast,0
PATCH,/data,141,0,1,8,0,303,5,251.9843433,4980,normal,0
PATCH,/admin,201,0,1,8,0,313,5,242.773283,4979,normal,1
DELETE,/data,103,0,1,8,0,305,5,238.7543703,4942,normal,0
POST,/admin,186,0,1,8,0,287,5,234.4954096,4998,normal,0
DELETE,/login,282,0,1,8,0,287,5,234.4954096,4998,normal,1
GET,/metrics,177,1,1,8,0,313,5,242.773283,4979,normal,0
PATCH,/users,201,1,1,8,0,308,5,234.9827711,4994,normal,1
GET,/admin,220,1,1,8,0,315,5,238.6485995,4986,normal,1
PUT,/login,17,1,1,8,0,281,5,231.1578757,4991,fast,0
POST,/login,69,1,1,8,0,287,5,234.4954096,4998,fast,0
GET,/data,24,1,1,8,0,319,5,243.46375,4857,fast,0
PATCH,/admin,23,1,1,8,0,315,5,238.6485995,4986,fast,0
PUT,/metrics,140,1,1,8,0,313,5,242.773283,4979,normal,0
DELETE,/data,19,2,1,8,0,319,5,243.46375,4857,fast,0
POST,/metrics,158,2,1,8,0,315,5,238.6485995,4986,normal,0
PATCH,/users,109,2,1,8,0,313,5,242.773283,4979,normal,0
DELETE,/login,219,2,1,8,0,322,5,243.0159184,4961,normal,1
DELETE,/metrics,273,2,1,8,0,287,5,234.4954096,4998,normal,1
PATCH,/login,124,2,1,8,0,287,5,234.4954096,4998,normal,0
PUT,/metrics,50,2,1,8,0,305,5,238.7543703,4942,fast,0
PUT,/data,157,2,1,8,0,308,5,234.9827711,4994,normal,0
POST,/users,240,2,1,8,0,319,5,243.46375,4857,normal,1
PUT,/data,34,2,1,8,0,303,5,251.9843433,4980,fast,0
GET,/data,94,2,1,8,0,322,5,243.0159184,4961,fast,0
PATCH,/admin,262,3,1,8,0,315,5,238.6485995,4986,normal,1
POST,/metrics,102,3,1,8,0,315,5,238.6485995,4986,normal,0
DELETE,/admin,189,3,1,8,0,319,5,243.46375,4857,normal,0
POST,/admin,42,3,1,8,0,305,5,238.7543703,4942,fast,0
PUT,/users,84,3,1,8,0,322,5,243.0159184,4961,fast,0
PATCH,/login,121,3,1,8,0,287,5,234.4954096,4998,normal,0
DELETE,/login,65,3,1,8,0,315,5,238.6485995,4986,fast,0
PUT,/metrics,32,3,1,8,0,313,5,242.773283,4979,fast,0
POST,/data,210,4,1,8,0,313,5,242.773283,4979,normal,1
PUT,/metrics,99,4,1,8,0,281,5,231.1578757,4991,fast,0
PATCH,/login,157,4,1,8,0,308,5,234.9827711,4994,normal,0
PUT,/data,276,4,1,8,0,287,5,234.4954096,4998,normal,1
DELETE,/metrics,87,4,1,8,0,305,5,238.7543703,4942,fast,0
PATCH,/metrics,231,4,1,8,0,308,5,234.9827711,4994,normal,1
POST,/users,87,4,1,8,0,305,5,238.7543703,4942,fast,0
PATCH,/admin,287,5,1,8,0,319,5,243.46375,4857,normal,1
PATCH,/data,228,5,1,8,0,308,5,234.9827711,4994,normal,1
PATCH,/data,285,5,1,8,0,322,5,243.0159184,4961,normal,1
GET,/metrics,41,5,1,8,0,305,5,238.7543703,4942,fast,0
DELETE,/users,226,5,1,8,0,287,5,234.4954096,4998,normal,1
PUT,/data,44,5,1,8,0,287,5,234.4954096,4998,fast,0
POST,/data,83,5,1,8,0,303,5,251.9843433,4980,fast,0
DELETE,/metrics,156,5,1,8,0,305,5,238.7543703,4942,normal,0
DELETE,/login,80,6,1,8,0,315,5,238.6485995,4986,fast,0
DELETE,/users,278,6,1,8,0,303,5,251.9843433,4980,normal,1
PUT,/data,19,6,1,8,0,313,5,242.773283,4979,fast,0
POST,/login,141,6,1,8,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,205,6,1,8,0,281,5,231.1578757,4991,normal,1
POST,/data,248,6,1,8,0,315,5,238.6485995,4986,normal,1
DELETE,/admin,220,6,1,8,0,303,5,251.9843433,4980,normal,1
PUT,/data,41,6,1,8,0,303,5,251.9843433,4980,fast,0
PUT,/admin,232,6,1,8,0,313,5,242.773283,4979,normal,1
GET,/users,79,7,1,8,0,315,5,238.6485995,4986,fast,0
DELETE,/data,61,7,1,8,0,305,5,238.7543703,4942,fast,0
PUT,/metrics,88,7,1,8,0,313,5,242.773283,4979,fast,0
GET,/data,276,7,1,8,0,315,5,238.6485995,4986,normal,1
PUT,/login,44,7,1,8,0,287,5,234.4954096,4998,fast,0
GET,/admin,240,7,1,8,0,287,5,234.4954096,4998,normal,1
GET,/metrics,205,7,1,8,0,303,5,251.9843433,4980,normal,1
PATCH,/data,150,7,1,8,0,287,5,234.4954096,4998,normal,0
POST,/data,116,8,1,8,0,315,5,238.6485995,4986,normal,0
PUT,/metrics,232,8,1,8,0,303,5,251.9843433,4980,normal,1
GET,/admin,212,8,1,8,0,315,5,238.6485995,4986,normal,1
DELETE,/login,282,8,1,8,0,305,5,238.7543703,4942,normal,1
POST,/admin,261,8,1,8,0,287,5,234.4954096,4998,normal,1
PUT,/data,192,8,1,8,0,281,5,231.1578757,4991,normal,0
PATCH,/login,80,8,1,8,0,281,5,231.1578757,4991,fast,0
POST,/data,192,8,1,8,0,319,5,243.46375,4857,normal,0
PATCH,/metrics,152,8,1,8,0,319,5,243.46375,4857,normal,0
GET,/metrics,121,8,1,8,0,287,5,234.4954096,4998,normal,0
GET,/data,187,8,1,8,0,313,5,242.773283,4979,normal,0
DELETE,/data,56,8,1,8,0,313,5,242.773283,4979,fast,0
PATCH,/login,101,9,1,8,0,322,5,243.0159184,4961,normal,0
DELETE,/metrics,60,9,1,8,0,305,5,238.7543703,4942,fast,0
POST,/metrics,50,9,1,8,0,303,5,251.9843433,4980,fast,0
PUT,/users,152,9,1,8,0,303,5,251.9843433,4980,normal,0
PATCH,/login,92,9,1,8,0,305,5,238.7543703,4942,fast,0
PUT,/metrics,32,10,1,8,0,305,5,238.7543703,4942,fast,0
GET,/users,210,10,1,8,0,287,5,234.4954096,4998,normal,1
DELETE,/users,75,10,1,8,0,322,5,243.0159184,4961,fast,0
GET,/admin,291,10,1,8,0,287,5,234.4954096,4998,normal,1
PUT,/login,238,10,1,8,0,303,5,251.9843433,4980,normal,1
PUT,/users,297,11,1,8,0,319,5,243.46375,4857,normal,1
PATCH,/admin,165,11,1,8,0,305,5,238.7543703,4942,normal,0
DELETE,/data,178,11,1,8,0,319,5,243.46375,4857,normal,0
PUT,/users,282,11,1,8,0,303,5,251.9843433,4980,normal,1
DELETE,/users,159,12,1,8,0,315,5,238.6485995,4986,normal,0
PATCH,/data,14,12,1,8,0,322,5,243.0159184,4961,fast,0
POST,/metrics,121,12,1,8,0,287,5,234.4954096,4998,normal,0
GET,/users,131,12,1,8,0,322,5,243.0159184,4961,normal,0
DELETE,/login,18,12,1,8,0,281,5,231.1578757,4991,fast,0
POST,/users,85,12,1,8,0,313,5,242.773283,4979,fast,0
PUT,/metrics,155,12,1,8,0,319,5,243.46375,4857,normal,0
GET,/users,215,13,1,8,0,305,5,238.7543703,4942,normal,1
PUT,/admin,62,13,1,8,0,315,5,238.6485995,4986,fast,0
DELETE,/metrics,257,13,1,8,0,322,5,243.0159184,4961,normal,1
DELETE,/data,155,13,1,8,0,319,5,243.46375,4857,normal,0
POST,/users,64,13,1,8,0,303,5,251.9843433,4980,fast,0
GET,/admin,204,13,1,8,0,287,5,234.4954096,4998,normal,1
GET,/admin,135,13,1,8,0,303,5,251.9843433,4980,normal,0
PUT,/login,133,13,1,8,0,315,5,238.6485995,4986,normal,0
GET,/users,231,14,1,8,0,319,5,243.46375,4857,normal,1
DELETE,/data,264,14,1,8,0,303,5,251.9843433,4980,normal,1
PATCH,/admin,102,14,1,8,0,281,5,231.1578757,4991,normal,0
PATCH,/users,27,14,1,8,0,308,5,234.9827711,4994,fast,0
PATCH,/users,125,14,1,8,0,281,5,231.1578757,4991,normal,0
POST,/metrics,216,14,1,8,0,313,5,242.773283,4979,normal,1
PUT,/admin,54,14,1,8,0,287,5,234.4954096,4998,fast,0
GET,/login,111,15,1,8,0,305,5,238.7543703,4942,normal,0
GET,/metrics,201,15,1,8,0,305,5,238.7543703,4942,normal,1
PUT,/metrics,279,15,1,8,0,287,5,234.4954096,4998,normal,1
PUT,/metrics,151,15,1,8,0,287,5,234.4954096,4998,normal,0
PATCH,/users,69,15,1,8,0,303,5,251.9843433,4980,fast,0
POST,/data,278,15,1,8,0,281,5,231.1578757,4991,normal,1
PUT,/data,274,15,1,8,0,287,5,234.4954096,4998,normal,1
PUT,/login,87,15,1,8,0,287,5,234.4954096,4998,fast,0
POST,/data,71,15,1,8,0,315,5,238.6485995,4986,fast,0
DELETE,/data,174,15,1,8,0,315,5,238.6485995,4986,normal,0
POST,/metrics,66,15,1,8,0,308,5,234.9827711,4994,fast,0
PUT,/login,83,15,1,8,0,281,5,231.1578757,4991,fast,0
DELETE,/admin,126,16,1,8,0,315,5,238.6485995,4986,normal,0
POST,/users,31,16,1,8,0,287,5,234.4954096,4998,fast,0
PUT,/users,156,16,1,8,0,308,5,234.9827711,4994,normal,0
GET,/users,173,16,1,8,0,308,5,234.9827711,4994,normal,0
DELETE,/login,205,16,1,8,0,303,5,251.9843433,4980,normal,1
PATCH,/users,130,16,1,8,0,305,5,238.7543703,4942,normal,0
PATCH,/data,112,16,1,8,0,313,5,242.773283,4979,normal,0
GET,/metrics,136,17,1,8,0,281,5,231.1578757,4991,normal,0
DELETE,/data,145,17,1,8,0,313,5,242.773283,4979,normal,0
PATCH,/admin,105,17,1,8,0,319,5,243.46375,4857,normal,0
GET,/admin,272,17,1,8,0,319,5,243.46375,4857,normal,1
POST,/users,131,17,1,8,0,281,5,231.1578757,4991,normal,0
POST,/data,292,17,1,8,0,308,5,234.9827711,4994,normal,1
PATCH,/data,227,17,1,8,0,305,5,238.7543703,4942,normal,1
PATCH,/metrics,164,17,1,8,0,281,5,231.1578757,4991,normal,0
PUT,/metrics,112,18,1,8,0,313,5,242.773283,4979,normal,0
PUT,/users,132,18,1,8,0,303,5,251.9843433,4980,normal,0
GET,/metrics,282,18,1,8,0,322,5,243.0159184,4961,normal,1
PUT,/metrics,78,18,1,8,0,322,5,243.0159184,4961,fast,0
PATCH,/admin,101,18,1,8,0,315,5,238.6485995,4986,normal,0
POST,/metrics,124,18,1,8,0,313,5,242.773283,4979,normal,0
PUT,/login,126,18,1,8,0,303,5,251.9843433,4980,normal,0
PATCH,/admin,21,18,1,8,0,319,5,243.46375,4857,fast,0
PUT,/users,161,19,1,8,0,322,5,243.0159184,4961,normal,0
DELETE,/metrics,282,19,1,8,0,319,5,243.46375,4857,normal,1
POST,/admin,273,19,1,8,0,319,5,243.46375,4857,normal,1
PATCH,/users,94,19,1,8,0,303,5,251.9843433,4980,fast,0
GET,/admin,174,19,1,8,0,303,5,251.9843433,4980,normal,0
POST,/metrics,121,19,1,8,0,281,5,231.1578757,4991,normal,0
PUT,/login,218,19,1,8,0,315,5,238.6485995,4986,normal,1
PATCH,/users,263,19,1,8,0,315,5,238.6485995,4986,normal,1
POST,/users,64,19,1,8,0,315,5,238.6485995,4986,fast,0
GET,/login,278,19,1,8,0,313,5,242.773283,4979,normal,1
GET,/admin,28,19,1,8,0,303,5,251.9843433,4980,fast,0
GET,/metrics,61,20,1,8,0,303,5,251.9843433,4980,fast,0
POST,/users,265,20,1,8,0,322,5,243.0159184,4961,normal,1
POST,/data,33,20,1,8,0,319,5,243.46375,4857,fast,0
PUT,/data,35,20,1,8,0,303,5,251.9843433,4980,fast,0
PUT,/metrics,172,20,1,8,0,281,5,231.1578757,4991,normal,0
POST,/login,109,20,1,8,0,281,5,231.1578757,4991,normal,0
PUT,/data,164,20,1,8,0,287,5,234.4954096,4998,normal,0
GET,/users,157,20,1,8,0,281,5,231.1578757,4991,normal,0
PUT,/data,180,20,1,8,0,303,5,251.9843433,4980,normal,0
PUT,/login,126,21,1,8,0,308,5,234.9827711,4994,normal,0
DELETE,/metrics,217,21,1,8,0,315,5,238.6485995,4986,normal,1
GET,/admin,109,21,1,8,0,322,5,243.0159184,4961,normal,0
POST,/admin,238,21,1,8,0,315,5,238.6485995,4986,normal,1
DELETE,/admin,144,21,1,8,0,313,5,242.773283,4979,normal,0
DELETE,/admin,194,21,1,8,0,319,5,243.46375,4857,normal,0
PUT,/users,156,21,1,8,0,305,5,238.7543703,4942,normal,0
PUT,/login,234,21,1,8,0,303,5,251.9843433,4980,normal,1
POST,/login,84,22,1,8,0,308,5,234.9827711,4994,fast,0
PUT,/login,134,22,1,8,0,305,5,238.7543703,4942,normal,0
PUT,/metrics,87,22,1,8,0,322,5,243.0159184,4961,fast,0
PATCH,/admin,68,22,1,8,0,303,5,251.9843433,4980,fast,0
POST,/users,265,22,1,8,0,308,5,234.9827711,4994,normal,1
PUT,/data,10,22,1,8,0,305,5,238.7543703,4942,fast,0
PATCH,/metrics,197,23,1,8,0,287,5,234.4954096,4998,normal,0
POST,/metrics,221,23,1,8,0,287,5,234.4954096,4998,normal,1
GET,/admin,79,23,1,8,0,315,5,238.6485995,4986,fast,0
PUT,/metrics,28,23,1,8,0,287,5,234.4954096,4998,fast,0
POST,/login,23,23,1,8,0,315,5,238.6485995,4986,fast,0
PATCH,/admin,15,0,2,8,0,287,5,234.4954096,4998,fast,0
PATCH,/metrics,15,0,2,8,0,287,5,234.4954096,4998,fast,0
DELETE,/users,207,0,2,8,0,319,5,243.46375,4857,normal,1
PATCH,/users,141,0,2,8,0,281,5,231.1578757,4991,normal,0
DELETE,/data,45,0,2,8,0,315,5,238.6485995,4986,fast,0
DELETE,/login,175,0,2,8,0,287,5,234.4954096,4998,normal,0
PATCH,/data,158,0,2,8,0,322,5,243.0159184,4961,normal,0
PUT,/login,66,0,2,8,0,319,5,243.46375,4857,fast,0
GET,/admin,67,1,2,8,0,319,5,243.46375,4857,fast,0
GET,/users,63,1,2,8,0,319,5,243.46375,4857,fast,0
DELETE,/users,87,1,2,8,0,315,5,238.6485995,4986,fast,0
PUT,/admin,169,1,2,8,0,308,5,234.9827711,4994,normal,0
PATCH,/data,286,1,2,8,0,313,5,242.773283,4979,normal,1
POST,/login,95,1,2,8,0,315,5,238.6485995,4986,fast,0
GET,/admin,47,1,2,8,0,322,5,243.0159184,4961,fast,0
POST,/login,219,1,2,8,0,315,5,238.6485995,4986,normal,1
POST,/admin,197,1,2,8,0,313,5,242.773283,4979,normal,0
PUT,/login,97,1,2,8,0,313,5,242.773283,4979,fast,0
PATCH,/users,64,1,2,8,0,308,5,234.9827711,4994,fast,0
POST,/metrics,151,2,2,8,0,319,5,243.46375,4857,normal,0
POST,/users,205,2,2,8,0,319,5,243.46375,4857,normal,1
GET,/metrics,136,2,2,8,0,303,5,251.9843433,4980,normal,0
PUT,/metrics,169,2,2,8,0,319,5,243.46375,4857,normal,0
GET,/metrics,37,2,2,8,0,281,5,231.1578757,4991,fast,0
PUT,/users,156,3,2,8,0,319,5,243.46375,4857,normal,0
PATCH,/users,24,3,2,8,0,315,5,238.6485995,4986,fast,0
DELETE,/data,280,3,2,8,0,281,5,231.1578757,4991,normal,1
PATCH,/users,190,3,2,8,0,281,5,231.1578757,4991,normal,0
DELETE,/metrics,206,3,2,8,0,315,5,238.6485995,4986,normal,1
PUT,/data,92,3,2,8,0,313,5,242.773283,4979,fast,0
DELETE,/users,287,3,2,8,0,322,5,243.0159184,4961,normal,1
POST,/login,271,3,2,8,0,322,5,243.0159184,4961,normal,1
PUT,/admin,148,3,2,8,0,322,5,243.0159184,4961,normal,0
PUT,/metrics,50,3,2,8,0,308,5,234.9827711,4994,fast,0
PATCH,/data,105,3,2,8,0,281,5,231.1578757,4991,normal,0
PATCH,/data,66,3,2,8,0,287,5,234.4954096,4998,fast,0
PUT,/users,59,4,2,8,0,303,5,251.9843433,4980,fast,0
DELETE,/data,257,4,2,8,0,303,5,251.9843433,4980,normal,1
POST,/admin,293,4,2,8,0,305,5,238.7543703,4942,normal,1
PATCH,/login,25,4,2,8,0,322,5,243.0159184,4961,fast,0
POST,/admin,168,4,2,8,0,313,5,242.773283,4979,normal,0
DELETE,/admin,35,5,2,8,0,305,5,238.7543703,4942,fast,0
PATCH,/admin,175,5,2,8,0,315,5,238.6485995,4986,normal,0
PATCH,/users,252,5,2,8,0,305,5,238.7543703,4942,normal,1
PUT,/users,180,5,2,8,0,303,5,251.9843433,4980,normal,0
DELETE,/admin,224,5,2,8,0,305,5,238.7543703,4942,normal,1
PATCH,/data,100,5,2,8,0,281,5,231.1578757,4991,fast,0
PATCH,/login,234,6,2,8,0,287,5,234.4954096,4998,normal,1
PUT,/login,287,6,2,8,0,303,5,251.9843433,4980,normal,1
GET,/admin,272,6,2,8,0,281,5,231.1578757,4991,normal,1
PUT,/data,57,6,2,8,0,315,5,238.6485995,4986,fast,0
DELETE,/admin,45,6,2,8,0,313,5,242.773283,4979,fast,0
PUT,/login,139,6,2,8,0,308,5,234.9827711,4994,normal,0
PUT,/metrics,45,7,2,8,0,305,5,238.7543703,4942,fast,0
GET,/metrics,33,7,2,8,0,315,5,238.6485995,4986,fast,0
PATCH,/metrics,26,7,2,8,0,305,5,238.7543703,4942,fast,0
POST,/login,81,7,2,8,0,308,5,234.9827711,4994,fast,0
POST,/admin,267,7,2,8,0,281,5,231.1578757,4991,normal,1
PUT,/data,25,7,2,8,0,322,5,243.0159184,4961,fast,0
GET,/data,108,7,2,8,0,287,5,234.4954096,4998,normal,0
GET,/users,61,7,2,8,0,322,5,243.0159184,4961,fast,0
DELETE,/data,263,7,2,8,0,287,5,234.4954096,4998,normal,1
POST,/login,155,7,2,8,0,287,5,234.4954096,4998,normal,0
DELETE,/admin,161,7,2,8,0,313,5,242.773283,4979,normal,0
GET,/metrics,164,8,2,8,0,303,5,251.9843433,4980,normal,0
PUT,/data,40,8,2,8,0,322,5,243.0159184,4961,fast,0
GET,/users,140,9,2,8,0,287,5,234.4954096,4998,normal,0
PATCH,/data,84,9,2,8,0,281,5,231.1578757,4991,fast,0
PUT,/login,254,9,2,8,0,287,5,234.4954096,4998,normal,1
PATCH,/metrics,52,9,2,8,0,322,5,243.0159184,4961,fast,0
POST,/data,197,9,2,8,0,308,5,234.9827711,4994,normal,0
GET,/login,240,9,2,8,0,281,5,231.1578757,4991,normal,1
DELETE,/login,18,10,2,8,0,305,5,238.7543703,4942,fast,0
PUT,/data,217,10,2,8,0,315,5,238.6485995,4986,normal,1
POST,/login,71,10,2,8,0,287,5,234.4954096,4998,fast,0
PATCH,/login,279,10,2,8,0,322,5,243.0159184,4961,normal,1
DELETE,/users,196,10,2,8,0,308,5,234.9827711,4994,normal,0
GET,/admin,104,10,2,8,0,308,5,234.9827711,4994,normal,0
PUT,/login,183,10,2,8,0,308,5,234.9827711,4994,normal,0
PATCH,/login,287,10,2,8,0,281,5,231.1578757,4991,normal,1
POST,/metrics,51,10,2,8,0,315,5,238.6485995,4986,fast,0
PATCH,/admin,145,10,2,8,0,305,5,238.7543703,4942,normal,0
PATCH,/data,296,10,2,8,0,322,5,243.0159184,4961,normal,1
DELETE,/login,200,10,2,8,0,303,5,251.9843433,4980,normal,0
POST,/data,198,10,2,8,0,287,5,234.4954096,4998,normal,0
POST,/login,278,11,2,8,0,322,5,243.0159184,4961,normal,1
DELETE,/metrics,110,11,2,8,0,287,5,234.4954096,4998,normal,0
PATCH,/metrics,300,11,2,8,0,303,5,251.9843433,4980,normal,1
DELETE,/data,115,11,2,8,0,287,5,234.4954096,4998,normal,0
POST,/data,69,11,2,8,0,315,5,238.6485995,4986,fast,0
DELETE,/data,237,11,2,8,0,303,5,251.9843433,4980,normal,1
GET,/data,127,11,2,8,0,287,5,234.4954096,4998,normal,0
DELETE,/admin,139,11,2,8,0,287,5,234.4954096,4998,normal,0
POST,/users,223,11,2,8,0,313,5,242.773283,4979,normal,1
PUT,/users,288,11,2,8,0,315,5,238.6485995,4986,normal,1
POST,/admin,45,11,2,8,0,305,5,238.7543703,4942,fast,0
PUT,/login,178,11,2,8,0,308,5,234.9827711,4994,normal,0
PATCH,/data,66,11,2,8,0,281,5,231.1578757,4991,fast,0
PATCH,/data,21,12,2,8,0,308,5,234.9827711,4994,fast,0
POST,/metrics,14,12,2,8,0,315,5,238.6485995,4986,fast,0
POST,/metrics,158,12,2,8,0,308,5,234.9827711,4994,normal,0
PUT,/login,168,12,2,8,0,287,5,234.4954096,4998,normal,0
PUT,/login,180,12,2,8,0,315,5,238.6485995,4986,normal,0
GET,/users,197,12,2,8,0,287,5,234.4954096,4998,normal,0
PATCH,/login,263,12,2,8,0,313,5,242.773283,4979,normal,1
GET,/login,240,12,2,8,0,319,5,243.46375,4857,normal,1
PATCH,/data,166,12,2,8,0,305,5,238.7543703,4942,normal,0
DELETE,/metrics,74,12,2,8,0,303,5,251.9843433,4980,fast,0
DELETE,/data,300,13,2,8,0,315,5,238.6485995,4986,normal,1
GET,/users,69,13,2,8,0,313,5,242.773283,4979,fast,0
GET,/metrics,175,13,2,8,0,305,5,238.7543703,4942,normal,0
GET,/users,195,13,2,8,0,322,5,243.0159184,4961,normal,0
PATCH,/data,20,13,2,8,0,303,5,251.9843433,4980,fast,0
POST,/users,279,13,2,8,0,305,5,238.7543703,4942,normal,1
PATCH,/login,35,13,2,8,0,319,5,243.46375,4857,fast,0
DELETE,/login,132,14,2,8,0,287,5,234.4954096,4998,normal,0
PUT,/metrics,299,14,2,8,0,303,5,251.9843433,4980,normal,1
POST,/data,271,14,2,8,0,308,5,234.9827711,4994,normal,1
DELETE,/data,173,14,2,8,0,308,5,234.9827711,4994,normal,0
DELETE,/data,205,14,2,8,0,308,5,234.9827711,4994,normal,1
DELETE,/metrics,300,14,2,8,0,322,5,243.0159184,4961,normal,1
POST,/data,23,14,2,8,0,315,5,238.6485995,4986,fast,0
PATCH,/data,98,14,2,8,0,319,5,243.46375,4857,fast,0
PATCH,/users,65,14,2,8,0,281,5,231.1578757,4991,fast,0
POST,/metrics,142,14,2,8,0,322,5,243.0159184,4961,normal,0
PATCH,/users,85,14,2,8,0,305,5,238.7543703,4942,fast,0
POST,/admin,212,14,2,8,0,308,5,234.9827711,4994,normal,1
PUT,/login,276,14,2,8,0,319,5,243.46375,4857,normal,1
PUT,/users,83,15,2,8,0,305,5,238.7543703,4942,fast,0
POST,/login,131,15,2,8,0,319,5,243.46375,4857,normal,0
PUT,/data,29,15,2,8,0,303,5,251.9843433,4980,fast,0
PATCH,/admin,233,15,2,8,0,315,5,238.6485995,4986,normal,1
POST,/admin,255,15,2,8,0,308,5,234.9827711,4994,normal,1
DELETE,/metrics,265,15,2,8,0,322,5,243.0159184,4961,normal,1
GET,/admin,254,15,2,8,0,322,5,243.0159184,4961,normal,1
PUT,/users,161,15,2,8,0,308,5,234.9827711,4994,normal,0
GET,/admin,136,15,2,8,0,308,5,234.9827711,4994,normal,0
POST,/data,35,16,2,8,0,322,5,243.0159184,4961,fast,0
PATCH,/users,258,16,2,8,0,287,5,234.4954096,4998,normal,1
DELETE,/admin,197,16,2,8,0,303,5,251.9843433,4980,normal,0
PUT,/data,145,16,2,8,0,305,5,238.7543703,4942,normal,0
PATCH,/admin,59,16,2,8,0,305,5,238.7543703,4942,fast,0
POST,/login,131,16,2,8,0,322,5,243.0159184,4961,normal,0
PATCH,/data,31,16,2,8,0,319,5,243.46375,4857,fast,0
GET,/data,269,16,2,8,0,322,5,243.0159184,4961,normal,1
GET,/login,88,16,2,8,0,287,5,234.4954096,4998,fast,0
PATCH,/login,129,16,2,8,0,322,5,243.0159184,4961,normal,0
GET,/login,36,17,2,8,0,319,5,243.46375,4857,fast,0
PATCH,/admin,82,17,2,8,0,303,5,251.9843433,4980,fast,0
POST,/metrics,120,17,2,8,0,322,5,243.0159184,4961,normal,0
PATCH,/metrics,16,17,2,8,0,303,5,251.9843433,4980,fast,0
DELETE,/admin,198,17,2,8,0,281,5,231.1578757,4991,normal,0
PUT,/users,22,17,2,8,0,281,5,231.1578757,4991,fast,0
PATCH,/metrics,216,17,2,8,0,313,5,242.773283,4979,normal,1
PATCH,/users,237,17,2,8,0,305,5,238.7543703,4942,normal,1
DELETE,/data,78,18,2,8,0,319,5,243.46375,4857,fast,0
PATCH,/metrics,76,18,2,8,0,303,5,251.9843433,4980,fast,0
PATCH,/data,288,18,2,8,0,308,5,234.9827711,4994,normal,1
DELETE,/login,256,18,2,8,0,281,5,231.1578757,4991,normal,1
GET,/users,271,18,2,8,0,313,5,242.773283,4979,normal,1
DELETE,/data,46,18,2,8,0,303,5,251.9843433,4980,fast,0
GET,/metrics,247,19,2,8,0,319,5,243.46375,4857,normal,1
DELETE,/login,20,19,2,8,0,287,5,234.4954096,4998,fast,0
PUT,/metrics,194,19,2,8,0,305,5,238.7543703,4942,normal,0
PUT,/users,225,19,2,8,0,308,5,234.9827711,4994,normal,1
POST,/admin,268,19,2,8,0,281,5,231.1578757,4991,normal,1
POST,/data,199,20,2,8,0,308,5,234.9827711,4994,normal,0
PATCH,/metrics,37,20,2,8,0,287,5,234.4954096,4998,fast,0
PATCH,/admin,119,20,2,8,0,287,5,234.4954096,4998,normal,0
PUT,/login,266,20,2,8,0,303,5,251.9843433,4980,normal,1
POST,/users,124,20,2,8,0,319,5,243.46375,4857,normal,0
DELETE,/data,125,20,2,8,0,319,5,243.46375,4857,normal,0
